point,elevation
1,317.8739318847656
2,318.2320251464844
3,318.1412658691406
4,317.272216796875
5,318.3429260253906
6,337.4769897460938
7,355.1129455566406
8,365.466064453125
9,380.8637390136719
10,378.4468688964844
11,377.16064453125
12,374.1568298339844
13,374.1144104003906
14,376.8488464355469
15,380.7635803222656
16,386.2899169921875
17,397.3049926757812
18,437.4763488769531
19,449.5027770996094
20,460.6354675292969
21,463.1293334960938
22,456.4273986816406
23,459.1077575683594
24,463.9302673339844
25,465.3074035644531
26,463.4941101074219
27,465.877685546875
28,471.5757141113281
29,485.7519226074219
30,486.6447448730469
31,487.1061706542969
32,487.8407592773438
33,482.6288757324219
34,488.6260681152344
35,496.2495422363281
36,503.8648681640625
37,510.8655090332031
38,514.3416748046875
39,524.8981323242188
40,517.4569702148438
41,507.0360412597656
42,519.641357421875
43,530.7258911132812
44,530.0191040039062
45,535.5320434570312
46,538.607177734375
47,529.05078125
48,541.69677734375
49,551.1991577148438
50,535.5266723632812
51,560.0881958007812
52,565.5061645507812
53,564.965087890625
54,570.20654296875
55,573.9823608398438
56,568.8822021484375
57,574.2606811523438
58,583.6697998046875
59,584.2757568359375
60,579.8471069335938
61,576.9874877929688
62,576.503662109375
63,580.8103637695312
64,580.4561157226562
65,577.4971313476562
66,567.833740234375
67,570.025146484375
68,572.2262573242188
69,567.71533203125
70,556.0951538085938
71,545.455078125
72,535.438232421875
73,530.3601684570312
74,516.8103637695312
75,506.7072143554688
76,481.7835388183594
77,478.0615234375
78,493.33203125
79,490.1571655273438
80,477.6985168457031
81,475.9477844238281
82,459.6734008789062
83,432.2257080078125
84,411.4725341796875
85,400.8539428710938
86,391.7581787109375
87,387.260986328125
88,387.1268310546875
89,387.6480712890625
90,387.3170471191406
91,391.4887084960938
92,391.3954772949219
93,397.6468200683594
94,408.0975646972656
95,416.4733581542969
96,427.7693786621094
97,448.2064208984375
98,476.1000366210938
99,485.7213439941406
100,505.4499816894531
101,532.212890625
102,554.101806640625
103,569.4757080078125
104,580.5716552734375
105,551.6643676757812
106,523.3027954101562
107,579.5360107421875
108,576.3143920898438
109,568.1303100585938
110,557.5037231445312
111,592.9735717773438
112,612.295166015625
113,632.7188110351562
114,624.832763671875
115,625.9764404296875
116,643.059326171875
117,660.07421875
118,671.8253173828125
119,691.6751098632812
120,713.5328979492188
121,727.1383056640625
122,745.685791015625
123,743.64599609375
124,725.3423461914062
125,678.9884033203125
126,668.0765380859375
127,660.3047485351562
128,651.0318603515625
129,635.054443359375
130,623.178466796875
131,614.7288208007812
132,618.8211669921875
133,633.2936401367188
134,625.25732421875
135,582.1852416992188
136,573.3129272460938
137,570.6591186523438
138,565.03369140625
139,563.2232666015625
140,564.316650390625
141,558.9137573242188
142,553.975341796875
143,550.6640625
144,546.8128662109375
145,549.2805786132812
146,556.0176391601562
147,561.985595703125
148,575.8235473632812
149,632.9682006835938
150,663.243896484375
151,683.8992309570312
152,713.4620361328125
153,737.864990234375
154,743.8533935546875
155,702.8012084960938
156,729.7799682617188
157,718.0266723632812
158,712.0701904296875
159,694.5597534179688
160,671.9819946289062
161,658.6851196289062
162,664.2603149414062
163,638.053955078125
164,630.8999633789062
165,612.199951171875
166,538.0137329101562
167,487.7860717773438
168,483.8643798828125
169,483.9910888671875
170,483.1506042480469
171,482.3794250488281
172,481.7364807128906
173,479.8749694824219
174,477.9753723144531
175,477.5488891601562
176,475.7284851074219
177,474.7718811035156
178,475.0567932128906
179,475.2648010253906
180,475.0405578613281
181,470.8757019042969
182,464.3732604980469
183,465.3442077636719
184,463.0252075195312
185,461.7752685546875
186,461.8661499023438
187,463.3211975097656
188,462.7347717285156
189,461.3043518066406
190,461.9940185546875
191,461.1165771484375
192,462.0886535644531
193,455.6224670410156
194,458.1627197265625
195,437.7187805175781
196,444.7687072753906
197,444.8295593261719
198,444.1108703613281
199,445.3756103515625
200,443.704833984375
201,444.480224609375
202,441.8936157226562
203,428.3352355957031
204,422.6879272460938
205,421.8984375
206,425.2108459472656
207,438.8460388183594
208,419.5728454589844
209,417.4770202636719
210,411.9891662597656
211,417.3241577148438
212,430.1099853515625
213,418.007568359375
214,416.3624572753906
215,415.9772644042969
216,410.0794372558594
217,414.913330078125
218,407.557861328125
219,403.1134643554688
220,399.8894348144531
221,393.9038696289062
222,380.1700744628906
223,364.3583679199219
224,352.095947265625
225,348.7767028808594
226,340.5928955078125
227,338.2496948242188
228,332.8226623535156
229,330.9112243652344
230,288.6455688476562
231,302.384033203125
232,330.6289672851562
233,348.1032409667969
234,331.4588928222656
235,341.2915649414062
236,344.3183898925781
237,348.9137268066406
238,365.9140930175781
239,365.7601623535156
240,390.3570251464844
241,373.6431274414062
242,361.1015014648438
243,348.6462707519531
244,350.0108947753906
245,352.5177917480469
246,334.8717956542969
247,330.62353515625
248,322.4717407226562
249,326.623046875
250,346.8096618652344
251,363.6865844726562
252,358.5058898925781
253,337.146728515625
254,307.5126953125
255,280.0032043457031
256,255.1943206787109
257,228.9588775634766
258,211.4837341308594
259,206.9440612792969
260,206.0831146240234
261,204.7799377441406
262,202.6641845703125
263,200.8842468261719
264,199.2460327148438
265,195.9655151367188
266,193.7136688232422
267,191.9474945068359
268,192.0818176269531
269,191.4581756591797
270,188.6741790771484
271,188.40625
272,189.0
273,189.0326843261719
274,190.6425018310547
275,190.6611633300781
276,190.0
277,189.3857421875
278,189.1663970947266
279,187.7185363769531
280,185.747314453125
281,185.0707702636719
282,185.6555328369141
283,186.8916931152344
284,188.4107818603516
285,187.1622161865234
286,184.5834808349609
287,184.0
288,184.0
289,183.2398834228516
290,183.0
291,183.0
292,183.0892791748047
293,183.0
294,183.9994659423828
295,184.3936767578125
296,184.6283569335938
297,183.96728515625
298,183.0
299,183.1610717773438
300,183.3564910888672
301,182.8654327392578
302,182.1166534423828
303,182.01220703125
304,182.5224609375
305,183.9260711669922
306,184.2060394287109
307,184.2625885009766
308,183.7302856445312
309,183.7110748291016
310,185.6567993164062
311,186.2464447021484
312,183.0104522705078
313,185.3990631103516
314,186.8714294433594
315,184.9454040527344
316,182.0635070800781
317,181.3334655761719
318,182.0
319,183.134033203125
320,182.7113342285156
321,182.0586090087891
322,184.1544342041016
323,188.7312469482422
324,192.4971008300781
325,202.4941253662109
326,226.0933990478516
327,253.7430725097656
328,282.28564453125
329,309.246337890625
330,328.2134094238281
331,329.4260864257812
332,321.7726745605469
333,316.3091430664062
334,317.1866455078125
335,321.0303955078125
336,354.658935546875
337,421.0353698730469
338,489.3341369628906
339,546.5752563476562
340,571.9212646484375
341,570.4339599609375
342,563.1836547851562
343,570.234130859375
344,609.8329467773438
345,675.1773071289062
346,754.0216674804688
347,825.3896484375
348,877.5022583007812
349,912.3878173828125
350,926.2670288085938
351,918.2957153320312
352,914.3359985351562
353,915.0662841796875
354,928.1224975585938
355,958.5172119140625
356,981.1051025390625
