point,elevation
1,7.603450298309326
2,8.498706817626953
3,9.863492012023926
4,16.17023277282715
5,17.36829376220703
6,25.62590980529785
7,45.62272262573242
8,109.7932052612305
9,171.9145965576172
10,185.4154052734375
11,179.9787750244141
12,185.1519775390625
13,186.2318267822266
14,98.45417785644531
15,199.4777221679688
16,180.4882965087891
17,104.8049774169922
18,124.2411727905273
19,214.72314453125
20,247.0569152832031
21,224.0326538085938
22,208.7926483154297
23,248.1248779296875
24,205.5760498046875
25,191.9867095947266
26,150.7390594482422
27,116.3252334594727
28,136.5565948486328
29,85.94157409667969
30,40.62720108032227
31,41.48088073730469
32,30.89590072631836
33,35.53915405273438
34,60.63108825683594
35,189.3977813720703
36,223.2694702148438
37,229.4942779541016
38,224.0317077636719
39,228.0670776367188
40,215.5620880126953
41,235.9662628173828
42,246.4907836914062
43,265.4520874023438
44,286.4635009765625
45,313.4554443359375
46,366.3973999023438
47,441.8802795410156
48,486.5615539550781
49,517.8932495117188
50,504.0599365234375
51,392.3955383300781
52,338.3119812011719
53,388.3513488769531
54,413.3009338378906
55,401.7662963867188
56,416.1670532226562
57,516.6986694335938
58,675.1627807617188
59,666.632080078125
60,670.6818237304688
61,659.6510009765625
62,667.6690063476562
63,691.21826171875
64,700.1324462890625
65,725.1289672851562
66,752.0441284179688
67,810.648193359375
68,860.7077026367188
69,922.6473999023438
70,994.9591674804688
71,1023.986145019531
72,912.4678955078125
73,974.2845458984375
74,1061.495727539062
75,1058.562622070312
76,1040.155639648438
77,1041.902099609375
78,1011.705078125
79,1015.2373046875
80,1004.185546875
81,993.5186157226562
82,1007.414428710938
83,1013.005981445312
84,1007.869323730469
85,990.6201782226562
86,982.5741577148438
87,980.53466796875
88,976.5848999023438
89,1015.417297363281
90,991.2303466796875
91,974.8055419921875
92,1000.430053710938
93,1065.967041015625
94,1066.21923828125
95,1043.33056640625
96,1051.159912109375
97,1047.295288085938
98,998.0045166015625
99,995.3631591796875
100,1061.192749023438
101,1035.03515625
102,1071.134765625
103,1097.861083984375
104,1113.38623046875
105,1128.471801757812
106,1182.138427734375
107,1232.962158203125
108,1295.230834960938
109,1396.191040039062
110,1499.749877929688
111,1626.46533203125
112,1697.991333007812
113,1684.232177734375
114,1670.207763671875
115,1642.081420898438
116,1640.096435546875
117,1602.077026367188
118,1524.818359375
119,1499.859252929688
120,1487.329833984375
121,1452.857177734375
122,1430.455200195312
123,1395.748779296875
124,1371.523803710938
125,1353.962768554688
126,1350.777587890625
127,1364.13134765625
128,1387.394165039062
129,1432.152099609375
130,1480.025512695312
131,1519.178588867188
132,1430.3955078125
133,1309.388427734375
134,1173.93798828125
135,1080.401245117188
136,1107.748168945312
137,1045.024169921875
138,957.5991821289062
139,842.3681030273438
140,749.814453125
141,703.8583984375
142,827.5739135742188
143,773.7680053710938
144,686.9361572265625
145,691.8357543945312
146,823.4441528320312
147,927.007080078125
148,1062.85302734375
149,1197.057861328125
150,1316.93359375
151,1381.880126953125
152,1303.2998046875
153,1246.728637695312
154,1092.137329101562
155,982.49609375
156,935.6692504882812
157,886.8401489257812
158,805.6937255859375
159,719.4699096679688
160,684.4759521484375
161,745.0595703125
162,837.508056640625
163,906.0725708007812
164,984.9730224609375
165,1077.775756835938
166,1101.03466796875
167,998.912841796875
168,901.4873657226562
169,818.270751953125
170,823.5167846679688
171,778.619873046875
172,796.8038330078125
173,829.842529296875
174,891.1909790039062
175,962.6425170898438
176,989.0519409179688
177,1042.402587890625
178,1102.7236328125
179,1132.422607421875
180,1252.4306640625
181,1259.015991210938
182,1197.915161132812
183,1123.024047851562
184,1014.871765136719
