point,elevation
185,947.74267578125
186,942.158447265625
187,956.7703857421875
188,987.5564575195312
189,1041.109497070312
190,1081.881469726562
191,1146.850830078125
192,1217.577392578125
193,1273.72802734375
194,1307.156127929688
195,1323.99365234375
196,1296.106567382812
197,1247.885620117188
198,1201.151733398438
199,1142.886474609375
200,1089.065307617188
201,1061.360107421875
202,1032.725952148438
203,1018.562561035156
204,1029.163452148438
205,1051.231079101562
206,1050.381958007812
207,993.5010986328125
208,941.613037109375
209,978.1207275390625
210,963.8348388671875
211,1007.747009277344
212,992.5645751953125
213,1019.498779296875
214,1012.025695800781
215,992.6724243164062
216,989.1992797851562
217,939.7041015625
218,930.255615234375
219,996.3135375976562
220,1028.548950195312
221,1007.509887695312
222,957.6270141601562
223,954.5936889648438
224,996.529541015625
225,1065.060668945312
226,1162.725219726562
227,1131.884887695312
228,946.0988159179688
229,904.9910278320312
230,920.0775146484375
231,931.0875244140625
232,976.2960205078125
233,1051.87255859375
234,1143.190185546875
235,1225.432861328125
236,1264.50244140625
237,1399.928588867188
238,1492.904174804688
239,1583.517700195312
240,1667.442749023438
241,1719.675170898438
242,1721.701416015625
243,1710.923583984375
244,1645.558837890625
245,1516.727783203125
246,1405.48193359375
247,1289.401489257812
248,1312.47119140625
249,1369.182373046875
250,1385.362426757812
251,1413.32421875
252,1451.9375
253,1484.25537109375
254,1522.847778320312
255,1577.193481445312
256,1635.079345703125
257,1676.903442382812
258,1705.927001953125
259,1693.588256835938
260,1630.565307617188
261,1526.652587890625
262,1474.104248046875
263,1427.968017578125
264,1363.54833984375
265,1282.821533203125
266,1184.48974609375
267,1120.1474609375
268,1064.71240234375
269,1022.565490722656
270,961.4676513671875
271,898.464599609375
272,899.0046997070312
273,904.8191528320312
274,914.7567138671875
275,910.2191162109375
276,903.119384765625
277,900.14013671875
278,952.5106201171875
279,1046.151489257812
280,1150.69873046875
281,1254.614013671875
282,1293.424194335938
283,1300.62939453125
284,1217.873291015625
285,1222.361694335938
286,1241.933837890625
287,1303.227905273438
288,1405.884643554688
289,1508.302856445312
290,1554.42236328125
291,1493.051147460938
292,1372.729370117188
293,1264.898681640625
294,1156.3115234375
295,1118.446166992188
296,1071.123901367188
297,1056.555053710938
298,1046.352905273438
299,1058.104736328125
300,1108.727172851562
301,1175.460327148438
302,1291.087646484375
303,1345.922973632812
304,1263.184326171875
305,1219.509521484375
306,1161.381103515625
307,1149.25341796875
308,1101.291015625
309,1071.218017578125
310,1011.911315917969
311,944.9183959960938
312,967.3004150390625
313,924.5521240234375
314,970.716796875
315,1066.955932617188
316,1162.7021484375
317,1141.748779296875
318,1026.263916015625
319,969.4728393554688
320,932.1017456054688
321,878.6963500976562
322,848.5424194335938
323,846.0068359375
324,840.14990234375
325,848.3028564453125
326,918.4860229492188
327,902.5388793945312
328,948.9517211914062
329,956.7474365234375
330,967.7492065429688
331,900.3232421875
332,909.1641845703125
333,937.9276123046875
334,1005.265075683594
335,1077.804809570312
336,1160.82421875
337,1211.395263671875
338,1236.469360351562
339,1158.1884765625
340,1193.065551757812
341,1261.336791992188
342,1329.875
343,1432.8935546875
344,1538.17724609375
345,1466.666381835938
346,1352.459594726562
347,1240.014770507812
348,1156.681030273438
349,1079.31494140625
350,1022.6044921875
351,981.4609985351562
352,930.4373168945312
353,900.7537841796875
354,902.7470092773438
355,909.0051879882812
356,800.5885009765625
357,827.0811767578125
358,809.225341796875
359,774.6146240234375
360,743.280029296875
361,730.7169189453125
362,746.3778686523438
363,792.3417358398438
364,860.7395629882812
365,958.1021118164062
366,1027.66552734375
367,1014.418762207031
368,1023.795959472656
369,910.5209350585938
370,903.4224853515625
371,1002.96337890625
372,1026.2060546875
373,923.9496459960938
374,985.7859497070312
375,933.5029296875
376,854.7984619140625
377,775.838623046875
378,703.9685668945312
379,659.965576171875
380,620.890625
381,592.1211547851562
382,578.0
383,579.9017944335938
384,583.1893310546875
385,589.1405029296875
386,595.3017578125
387,611.9263916015625
388,602.5661010742188
389,607.5679321289062
390,619.5261840820312
391,635.94189453125
392,641.3709716796875
393,640.8930053710938
394,656.6192016601562
395,681.3583374023438
396,690.6396484375
397,660.7599487304688
398,642.6192626953125
399,658.4818725585938
400,654.3517456054688
401,683.6697998046875
402,683.4281616210938
403,692.2764892578125
404,716.9143676757812
405,747.5662841796875
406,777.6175537109375
407,800.9567260742188
408,814.1717529296875
409,864.179931640625
410,886.6005249023438
411,857.3292236328125
412,821.8311767578125
413,771.366455078125
414,659.5952758789062
415,657.6719360351562
416,666.518310546875
417,687.3298950195312
418,745.2575073242188
419,819.445556640625
420,846.3958740234375
421,867.4797973632812
422,846.2283935546875
423,837.2265014648438
424,894.6770629882812
425,909.631591796875
426,858.5067138671875
427,873.2772827148438
428,949.6775512695312
429,903.6459350585938
430,986.0454711914062
431,979.033203125
432,1041.049560546875
433,1058.535034179688
434,1099.780029296875
435,1105.940063476562
436,1094.650634765625
437,1114.720092773438
438,1130.567504882812
439,1168.319091796875
440,1070.060546875
441,989.2076416015625
442,889.0039672851562
443,962.742919921875
444,866.9627685546875
445,793.6869506835938
446,735.3119506835938
447,679.5042724609375
448,697.2152709960938
449,689.4635009765625
450,617.3223876953125
451,550.6279296875
452,527.59912109375
453,500.1600036621094
454,518.4481201171875
455,557.6394653320312
456,672.49755859375
457,634.24462890625
458,571.0662231445312
459,531.348388671875
460,517.83056640625
461,493.7090454101562
462,504.516845703125
463,542.4153442382812
464,546.0776977539062
465,567.7379150390625
466,572.496826171875
467,553.1689453125
468,535.413818359375
469,534.3160400390625
470,534.26171875
471,536.5433959960938
472,546.9125366210938
473,571.497314453125
474,628.966552734375
475,643.7136840820312
476,616.9947509765625
477,513.989501953125
478,463.6710205078125
479,471.3880615234375
480,484.9303894042969
481,493.2586364746094
482,543.444580078125
483,549.0631103515625
484,559.1141357421875
485,572.2129516601562
486,577.1351928710938
487,610.3972778320312
488,622.9838256835938
489,650.1278076171875
490,694.5648193359375
491,750.2646484375
492,764.973388671875
493,724.3523559570312
494,728.0322265625
495,689.1417846679688
496,659.6495361328125
497,670.9369506835938
498,610.285400390625
499,561.7303466796875
500,530.6297607421875
