point,elevation
221,142.4110107421875
222,145.8010101318359
223,151.5437469482422
224,155.9611968994141
225,160.7862854003906
226,167.0605010986328
227,190.7668151855469
228,218.7673645019531
229,223.7125091552734
230,236.59033203125
231,260.7581787109375
232,276.3212280273438
233,231.4222106933594
234,234.6597747802734
235,247.9883117675781
236,290.3493347167969
237,287.066162109375
238,275.3732299804688
239,285.90869140625
240,278.4372863769531
241,283.8291625976562
242,303.7164001464844
243,320.7926330566406
244,292.9617919921875
245,307.0402526855469
246,344.4242553710938
247,366.7104797363281
248,331.4929504394531
249,283.1470642089844
250,228.5644378662109
251,253.1947937011719
252,274.408203125
253,264.9074096679688
254,243.1261596679688
255,243.2845458984375
256,233.2424011230469
257,241.6673278808594
258,201.2741394042969
259,214.3166351318359
260,262.3368835449219
261,287.6095886230469
262,247.9134521484375
263,258.185791015625
264,289.6246337890625
265,318.4507141113281
266,356.3332824707031
267,340.2416687011719
268,358.2514343261719
269,284.3694763183594
270,281.5841979980469
271,295.9672241210938
272,307.7021484375
273,330.459228515625
274,411.4089050292969
275,442.4706420898438
276,387.3633422851562
277,394.4950561523438
278,414.8360900878906
279,406.3171997070312
280,387.5801086425781
281,278.9961853027344
282,206.3311462402344
283,242.5409545898438
284,216.2519378662109
285,232.2967071533203
286,320.3086547851562
287,348.08935546875
288,236.0440063476562
289,219.1630859375
290,235.5039367675781
291,239.7090454101562
292,234.8262786865234
293,287.3683166503906
294,239.6049346923828
295,295.5267028808594
296,367.2875671386719
297,364.4838562011719
298,299.8233642578125
299,332.3247680664062
300,366.3363342285156
301,417.2362365722656
302,426.7740478515625
303,421.2713623046875
304,387.3186950683594
305,324.6127319335938
306,347.5802001953125
307,356.8569946289062
308,365.8637084960938
309,392.0971374511719
310,418.5018615722656
311,458.275634765625
312,435.7519836425781
313,442.798583984375
314,483.080078125
315,557.9990844726562
316,544.1070556640625
317,530.646240234375
318,561.8649291992188
319,467.584228515625
320,409.5965881347656
321,371.6434326171875
322,387.0923767089844
323,372.2525024414062
324,410.41162109375
325,382.1326904296875
326,392.2387084960938
327,456.6753540039062
328,518.9249877929688
329,559.1564331054688
330,609.3300170898438
331,661.2545776367188
332,701.2510986328125
333,688.5219116210938
334,680.9012451171875
335,644.5672607421875
336,582.0319213867188
337,514.3358154296875
338,472.2056579589844
339,450.0033569335938
340,480.2059020996094
341,483.5107421875
342,538.362548828125
343,577.856689453125
344,550.1990966796875
345,468.1997680664062
346,399.95556640625
347,324.9691162109375
348,387.761962890625
349,428.3880920410156
350,349.5959777832031
351,312.2695922851562
352,325.9706420898438
353,323.1225280761719
354,309.1884155273438
355,379.4667053222656
356,337.159423828125
357,364.2523803710938
358,395.3801574707031
359,441.0987548828125
360,484.60546875
361,492.7166442871094
362,461.6105346679688
363,405.291015625
364,439.5210876464844
365,423.67822265625
366,391.1936950683594
367,399.8255920410156
368,432.6637573242188
369,467.6884155273438
370,464.5338745117188
371,488.860595703125
372,546.5626831054688
373,593.2586059570312
374,658.7713012695312
375,769.7789916992188
376,855.2346801757812
377,898.8555908203125
378,838.5401611328125
379,823.591796875
380,739.0650024414062
381,635.19921875
382,544.3785400390625
383,566.1309814453125
384,556.50732421875
385,579.1519165039062
386,586.2151489257812
387,595.3712768554688
388,622.7694702148438
389,678.2747192382812
390,603.1036376953125
391,501.8408508300781
392,416.1849975585938
393,354.7734680175781
394,375.247314453125
395,461.0867614746094
396,532.955810546875
397,582.76806640625
398,623.8538818359375
399,580.7960205078125
400,502.7712707519531
401,487.1322937011719
402,488.5867919921875
403,468.8987426757812
404,448.0856323242188
405,339.9705505371094
406,410.1829833984375
407,483.7430114746094
408,534.6956176757812
409,566.1630249023438
410,588.9236450195312
411,589.607421875
412,617.6378784179688
413,699.7260131835938
414,648.1915893554688
415,602.7997436523438
416,543.7296142578125
417,534.5023803710938
418,518.47216796875
419,508.4114685058594
420,492.4910888671875
421,413.0880432128906
422,392.8385620117188
423,448.8553771972656
424,473.4502868652344
425,549.33935546875
426,476.4076538085938
427,393.8889770507812
428,362.6216735839844
429,370.79833984375
430,385.437255859375
431,421.5021057128906
432,450.2496948242188
433,412.9555358886719
434,420.0369262695312
435,473.5793151855469
436,527.8291625976562
437,550.908447265625
438,597.9749755859375
439,592.7047729492188
440,557.9480590820312
441,564.4530029296875
442,596.26904296875
443,672.2521362304688
444,752.3192138671875
445,828.4987182617188
446,895.137451171875
447,805.71533203125
448,740.6526489257812
449,631.2953491210938
450,686.9580688476562
451,642.1603393554688
452,564.440185546875
453,512.1121826171875
454,521.681396484375
455,526.1792602539062
456,453.6873474121094
457,486.0156555175781
458,537.8718872070312
459,581.4253540039062
460,654.0841064453125
461,730.539794921875
462,735.4376220703125
463,715.5082397460938
464,776.585205078125
465,846.7279663085938
466,937.126708984375
467,974.3129272460938
468,997.08056640625
469,1036.122436523438
470,1082.666870117188
471,1045.584350585938
472,1048.409790039062
473,1080.46923828125
474,1125.553955078125
475,1139.330932617188
476,1177.731811523438
477,1153.556640625
478,1109.310913085938
479,1047.679809570312
480,1027.199829101562
481,1025.631103515625
482,1045.917236328125
483,1028.326538085938
484,972.3490600585938
485,1019.041442871094
486,1078.504272460938
487,1112.174438476562
488,1112.57470703125
489,1184.973876953125
490,1250.229370117188
491,1226.608276367188
492,1268.584716796875
493,1343.687866210938
494,1380.650268554688
495,1430.219970703125
496,1411.229248046875
497,1413.995361328125
498,1496.609741210938
499,1543.782836914062
500,1547.968627929688
